56	8
-79.815674	-14.480591	40.240479	13.653564	-6.616211	-57.333374	54.803467	31.134033	808.013916
-4.943848	-42.193604	60.394287	41.436768	-62.310791	-0.485229	-39.440918	31.677246	853.485107
19.766235	-46.905518	-43.322754	41.876221	-58.041382	-33.740234	95.101929	-41.857910	776.733398
61.221313	-61.257935	28.875732	-85.760498	-15.728760	-96.289063	58.438110	6.848145	398.223877
4.769897	30.059814	22.094727	-28.967285	-87.219238	-84.277344	58.526611	44.601440	817.810059
-74.087524	-80.639648	11.816406	-94.253540	-20.281982	19.769287	76.065063	95.397949	634.094238
67.074585	-38.296509	40.420532	42.913818	14.401245	-88.778687	-42.068481	-22.601318	669.982910
20.886230	-90.579224	-64.416504	-16.049194	72.781372	-85.528564	84.249878	8.801270	749.084473
71.978760	-86.795044	-10.140991	16.757202	-21.664429	-66.598511	11.203003	73.220825	660.797119
-24.771118	-36.618042	-62.997437	20.697021	5.758667	11.938477	72.744751	21.640015	723.815918
63.504028	-60.345459	-2.645874	-62.426758	-95.300293	93.716431	-41.870117	91.934204	885.223389
41.787720	-60.653687	-13.195801	42.175293	10.046387	-1.800537	14.041138	-26.062012	653.747559
-84.423828	-72.811890	52.117920	-18.865967	-86.181641	96.298218	71.527100	-17.453003	525.177002
11.065674	-33.428955	-32.901001	92.083740	-20.806885	-30.300903	-51.516724	57.125854	726.074219
33.966064	-99.310303	28.970337	-71.987915	61.450195	-45.544434	-36.566162	77.825928	777.709961
-10.083008	18.228149	92.465210	-77.001953	-59.274292	-57.318115	-38.006592	69.671631	900.024414
-53.155518	-5.780029	0.439453	18.789673	-74.114990	-16.885376	4.141235	99.877930	604.064941
66.427612	0.762939	-72.564697	-60.931396	-27.990723	-10.693359	66.265869	57.266235	989.593506
-39.428711	-66.360474	15.182495	89.581299	-66.787720	-63.372803	46.926880	17.004395	155.853271
-69.674683	-84.472656	58.612061	-9.027100	41.107178	5.752563	-7.290649	25.451660	703.186035
-17.742920	-91.326904	89.865112	-30.456543	21.914673	-63.543701	53.430176	-39.083862	549.865723
-73.272705	21.450806	-80.844116	46.347046	-3.799438	-37.448120	35.195923	80.480957	798.980713
84.420776	-18.554688	15.115356	-2.786255	-89.682007	-23.007202	20.709229	-7.049561	896.942139
5.682373	8.163452	25.509644	7.415771	-12.969971	-5.383301	61.734009	-73.757935	746.337891
-25.054932	12.191772	91.012573	19.018555	-46.997070	-55.969238	15.536499	-41.113281	971.984863
-13.912964	-20.901489	-8.001709	39.862061	28.738403	-84.323120	-12.768555	65.097046	860.443115
-63.760376	-12.683105	6.475830	-33.938599	48.419189	-43.035889	96.939087	-17.605591	534.729004
1.318359	16.979980	-45.761108	-31.741333	74.923706	-30.313110	-12.930298	62.377930	996.948242
-23.684692	-88.644409	-50.711060	54.980469	-43.847656	52.676392	-9.161377	72.021484	800.537109
7.269287	-27.536011	38.595581	10.531616	39.639282	7.415771	-6.054688	-18.643188	979.156494
47.842407	-91.809082	-45.010376	-43.151855	-18.069458	75.469971	64.050293	-23.449707	478.820801
16.983032	11.926270	-13.674927	-13.092041	-84.634399	34.234619	62.020874	-15.264893	593.841553
38.854980	-0.442505	-26.052856	81.506348	-54.296875	12.094116	-11.514282	-15.243530	906.982422
-72.436523	12.164307	11.932373	32.272339	0.415039	28.384399	-51.477051	56.869507	791.534424
-7.339478	46.621704	-43.890381	68.136597	-21.533203	-79.989624	58.914185	-12.118530	852.996826
-4.946899	45.657349	5.200195	-12.731934	-24.114990	8.322144	7.128906	10.583496	808.258057
-5.453491	10.952759	53.494263	-19.448853	72.247314	-82.135010	-1.232910	2.084351	943.572998
69.308472	22.686768	9.771729	-36.679077	-15.994263	-3.833008	-15.206909	0.949097	842.407227
-19.479370	-13.433838	54.766846	-74.673462	-61.929321	-12.707520	92.163086	8.346558	529.724121
24.340820	-53.701782	18.118286	45.117188	-24.752808	73.165894	-11.721802	-42.504883	972.137451
-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000
1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.000000
0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.000000
0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.000000
0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	20.000000
0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	20.000000
0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	20.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	20.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	20.000000
2.817841	0.966492	4.043579	2.924957	2.399292	1.751404	4.479675	4.114075	
